Title,URL,Author,Average_rating,Rating,Reviews,Pages,Year,Series,Setting,Awards,Genres,Awards_no
"Taking Charge of Your Fertility: The Definitive Guide to Natural Birth Control, Pregnancy Achievement, and Reproductive Health",https://www.goodreads.com//book/show/129511.Taking_Charge_of_Your_Fertility,Toni Weschler,4.54,9344.0,1222.0,512.0,2006.0,0,,[],"['Nonfiction', ' Health', ' Parenting']",
The Gathering,https://www.goodreads.com//book/show/998133.The_Gathering,Anne Enright,3.09,20497.0,3115.0,261.0,2007.0,0,['Ireland'],"['Booker Prize (2007), Orange Prize Nominee for Fiction Longlist (2008), Bord Gáis Energy Irish Book Award for Hughes & Hughes Irish Novel of the Year (2008), Kerry Group Irish Fiction Award (2008), International Dublin Literary Award Nominee (2009)']","['Fiction', ' Cultural', ' European Literature']",5.0
A Prisoner of Birth,https://www.goodreads.com//book/show/1611988.A_Prisoner_of_Birth,Jeffrey Archer,4.16,33796.0,2458.0,501.0,2008.0,0,,['Prix Polar International (2009)'],"['Fiction', ' Thriller', ' Mystery']",1.0
Gentlemen and Players,https://www.goodreads.com//book/show/15102.Gentlemen_and_Players,Joanne Harris,3.92,14902.0,1683.0,422.0,2006.0,1,,['Edgar Award Nominee for Best Novel (2007)'],"['Fiction', ' Mystery', ' Thriller']",1.0
Dry,https://www.goodreads.com//book/show/32370.Dry,Augusten Burroughs,4.0,90307.0,3520.0,293.0,2004.0,0,,['Randy Shilts Award Nominee (2004)'],"['Autobiography', ' Nonfiction', ' Biography']",1.0
Pastoralia,https://www.goodreads.com//book/show/14295.Pastoralia,George Saunders,4.1,18896.0,1570.0,188.0,2001.0,0,,[],"['Short Stories', ' Fiction', ' Humor']",
The Big Short: Inside the Doomsday Machine,https://www.goodreads.com//book/show/26889576-the-big-short,Michael   Lewis,4.28,140393.0,7004.0,320.0,2015.0,1,,"['Los Angeles Times Book Prize for Current Interest (2010), Financial Times and McKinsey Business Book of the Year Nominee for Shortlist (2010), Robert F. Kennedy Book Award (2011), Goodreads Choice Award Nominee for Nonfiction (2010)']","['Nonfiction', ' Business', ' Economics']",4.0
The Last Report on the Miracles at Little No Horse,https://www.goodreads.com//book/show/63837.The_Last_Report_on_the_Miracles_at_Little_No_Horse,Louise Erdrich,4.19,10451.0,1214.0,368.0,2003.0,1,,"['Minnesota Book Award for Novel & Short Story (2002), National Book Award Finalist for Fiction (2001), International Dublin Literary Award Nominee (2003)']","['Fiction', ' Historical', ' Magical Realism']",3.0
Anita Diamant's The Red Tent: A Reader's Guide,https://www.goodreads.com//book/show/4991.Anita_Diamant_s_The_Red_Tent,Ann Finding,4.14,453.0,56.0,88.0,2004.0,1,,[],['Fiction'],
"The Constant Princess (The Plantagenet and Tudor Novels, #6)",https://www.goodreads.com//book/show/16181.The_Constant_Princess,Philippa Gregory,3.91,152873.0,4784.0,390.0,2006.0,1,"['London', ' England  United Kingdom', '    Ludlow', ' Wales  United Kingdom', ' ']",['Orange Prize Nominee for Fiction Longlist (2006)'],"['Historical', ' Fiction', ' Historical']",1.0
"Night Fall (John Corey, #3)",https://www.goodreads.com//book/show/93788.Night_Fall,Nelson DeMille,4.09,30301.0,1457.0,692.0,2005.0,1,,[],"['Fiction', ' Thriller', ' Mystery']",
"The Merchant of Death (Pendragon, #1)",https://www.goodreads.com//book/show/833710.The_Merchant_of_Death,D.J. MacHale,3.95,47548.0,1986.0,375.0,2002.0,1,,[],"['Fantasy', ' Young Adult', ' Fiction']",
"The Walking Dead, Vol. 1: Days Gone Bye",https://www.goodreads.com//book/show/138398.The_Walking_Dead_Vol_1,Robert Kirkman,4.27,208532.0,4241.0,144.0,2013.0,1,"['Atlanta', ' Georgia  United States', '    Cynthiana', ' Kentucky  United States', ' ']",[],"['Sequential Art', ' Sequential Art', ' Horror']",
"The Scar (New Crobuzon, #2)",https://www.goodreads.com//book/show/68497.The_Scar,China Miéville,4.17,28744.0,1767.0,578.0,2004.0,1,['Bas-Lag'],"['Hugo Award Nominee for Best Novel (2003), Locus Award for Best Fantasy Novel (2003), Arthur C. Clarke Award Nominee (2003), World Fantasy Award Nominee for Best Novel (2003), Kurd-Laßwitz-Preis for Bestes ausländisches Werk (Best Foreign Work) (2005)\n...more\nBritish Science Fiction Association Award Nominee for Best Novel (August Derlith Fantasy Award) (2002), Philip K. Dick Award for Special Citation (2003), British Fantasy Award for Best Novel (2003), Cena Akademie SFFH for Kniha roku (Book of the Year) (2004)']","['Fantasy', ' Fiction', ' Science Fiction']",9.0
"The Watchman (Elvis Cole, #11; Joe Pike, #1)",https://www.goodreads.com//book/show/57951.The_Watchman,Robert Crais,4.11,24138.0,1101.0,292.0,2007.0,1,"['Los Angeles', ' California  United States', ' ']","['Barry Award for Best Thriller (2008), Anthony Award Nominee for Best Novel (2008), ITW Thriller Award Nominee for Best Novel (2008)']","['Mystery', ' Thriller', ' Fiction']",3.0
"The Devil Wears Prada (The Devil Wears Prada, #1)",https://www.goodreads.com//book/show/5139.The_Devil_Wears_Prada,Lauren Weisberger,3.76,802068.0,9391.0,432.0,2006.0,1,"['New York City', ' New York  United States', ' ']",[],"['Womens Fiction', ' Fiction', ' Contemporary']",
"The Final Warning (Maximum Ride, #4)",https://www.goodreads.com//book/show/1829709.The_Final_Warning,James Patterson,3.86,66291.0,2661.0,256.0,2008.0,1,['Antarctica'],[],"['Young Adult', ' Fantasy', ' Science Fiction']",
Out Stealing Horses,https://www.goodreads.com//book/show/398323.Out_Stealing_Horses,Per Petterson,3.78,31928.0,4286.0,258.0,2007.0,0,['Norway'],"['BTBA Best Translated Book Award Nominee for Fiction shortlist (2008), Los Angeles Times Book Prize Nominee for Fiction (2007), Independent Foreign Fiction Prize (2006), Bokhandlerprisen (2003), Prix Littéraire Européen - Madeleine Zepter (2006)\n...more\nNorwegian Critics Prize for Literature (Den norske Kritikerprisen for litteratur) (2003), International Dublin Literary Award (2007)']","['Fiction', ' Historical', ' European Literature']",7.0
"Leviathan (Leviathan, #1)",https://www.goodreads.com//book/show/6050678-leviathan,Scott Westerfeld,3.9,89288.0,7081.0,440.0,2009.0,1,"['Austria  London', ' England  United Kingdom', ' ']","[""Locus Award for Best Young Adult Book (2010), Kurd-Laßwitz-Preis Nominee for Bestes ausländisches Werk (2011), Golden Duck Award Nominee for Young Adult (Hal Clement Award) (2011), Ditmar Award Nominee for Best Novel (2010), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2011)\n...more\nQueensland Premier's Literary Awards Nominee for Young Adult Book Award (2010), Pennsylvania Young Readers' Choice Award Nominee (2011), Rhode Island Teen Book Award Nominee (2011), Aurealis Award for Young Adult Novel (2009), The Inky Awards Nominee for Silver Inky (2010), Lincoln Award Nominee (2013), Andre Norton Award Nominee (2009), Goodreads Choice Award for Science Fiction (2009), Carnegie Medal Nominee (2011), The Inky Awards Shortlist for Silver Inky (2010), Prix Elbakin.net for Meilleur roman fantasy traduit Jeunesse (2011), Rebecca Caudill Young Readers' Book Award Nominee (2012)""]","['Science Fiction', ' Young Adult', ' Fantasy']",17.0
The Last Samurai,https://www.goodreads.com//book/show/190372.The_Last_Samurai,Helen DeWitt,4.16,6586.0,874.0,530.0,2002.0,0,"['United Kingdom  London', ' England  United Kingdom', ' ']","['Orange Prize Nominee for Fiction (2001), Los Angeles Times Book Prize Nominee for Art Seidenbaum Award for First Fiction (2001), International Dublin Literary Award Nominee for Shortlist (2002)']","['Fiction', ' Contemporary', ' Novels']",3.0
"Acheron (Dark-Hunter, #14)",https://www.goodreads.com//book/show/2299110.Acheron,Sherrilyn Kenyon,4.55,56160.0,3676.0,728.0,2008.0,1,"['Greece  Atlantis  New Orleans', ' Louisiana  United States', '    …more Nashville', ' Tennessee  United States', '    …less']",[],"['Romance', ' Fantasy', ' Romance']",
The Little Stranger,https://www.goodreads.com//book/show/6065182-the-little-stranger,Sarah Waters,3.55,46302.0,6237.0,466.0,2009.0,0,"['Warwickshire', ' England', ' 1949       Warwickshire', ' England', ' 1947      ']","['Booker Prize Nominee (2009), Orange Prize Nominee for Fiction Longlist (2010), Shirley Jackson Award Nominee for Novel (Finalist) (2009), Goodreads Choice Award Nominee for Fiction & Mystery/Thriller (2009), Blogistanian Globalia (2011)']","['Historical', ' Fiction', ' Horror']",5.0
"The Twilight Saga (Twilight, #1-4)",https://www.goodreads.com//book/show/3090465-the-twilight-saga,Stephenie Meyer,3.9,109389.0,3977.0,65.0,2008.0,1,,[],"['Fantasy', ' Young Adult', ' Romance']",
It's Kind of a Funny Story,https://www.goodreads.com//book/show/248704.It_s_Kind_of_a_Funny_Story,Ned Vizzini,4.1,221891.0,10943.0,444.0,2007.0,0,"['New York City', ' New York  United States', ' ']","['Lincoln Award Nominee (2009), Goldener Lufti (2008)']","['Young Adult', ' Fiction', ' Contemporary']",2.0
"Lover Enshrined (Black Dagger Brotherhood, #6)",https://www.goodreads.com//book/show/1240662.Lover_Enshrined,J.R. Ward,4.11,108845.0,4372.0,534.0,2008.0,1,"['Caldwell', ' New York  United States', ' ']","['All About Romance (AAR) Annual Reader Poll for Best Paranormal Romance (2009), P.E.A.R.L. (Paranormal Excellence Award for Romantic Literature) for Best Vampire Romance (2008)']","['Fantasy', ' Romance', ' Romance']",2.0
"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",https://www.goodreads.com//book/show/13747.Julie_and_Julia,Julie Powell,3.71,155974.0,7972.0,310.0,2005.0,0,,[],"['Nonfiction', ' Autobiography', ' Food and Drink']",
The Uncommon Reader,https://www.goodreads.com//book/show/1096390.The_Uncommon_Reader,Alan Bennett,3.77,40938.0,6112.0,120.0,2007.0,0,,"['Bollinger Everyman Wodehouse Prize Nominee for Comic Fiction (2008), Sakura Medal Nominee for High School Book (2010)']","['Fiction', ' Writing', ' Humor']",2.0
"Rise of the Evening Star (Fablehaven, #2)",https://www.goodreads.com//book/show/784911.Rise_of_the_Evening_Star,Brandon Mull,4.16,113149.0,3960.0,456.0,2007.0,1,"['Connecticut  United States', ' ']",[],"['Fantasy', ' Young Adult', ' Fiction']",
"The People of Sparks (Book of Ember, #2)",https://www.goodreads.com//book/show/3467.The_People_of_Sparks,Jeanne DuPrau,3.68,52356.0,3554.0,338.0,2004.0,1,,[],"['Young Adult', ' Science Fiction', ' Fantasy']",
Heart and Soul,https://www.goodreads.com//book/show/3393648-heart-and-soul,Maeve Binchy,3.82,16027.0,1628.0,418.0,2009.0,0,"['Dublin  Ireland', ' ']",[],"['Fiction', ' Romance', ' Cultural']",
Paths of Glory,https://www.goodreads.com//book/show/4102763-paths-of-glory,Jeffrey Archer,3.96,16918.0,1256.0,363.0,2009.0,0,,[],"['Fiction', ' Historical', ' Adventure']",
The Black Swan: The Impact of the Highly Improbable,https://www.goodreads.com//book/show/242472.The_Black_Swan,Nassim Nicholas Taleb,3.95,91157.0,5482.0,366.0,2007.0,1,,['Financial Times and McKinsey Business Book of the Year Nominee for Shortlist (2007)'],"['Nonfiction', ' Economics', ' Business']",1.0
When a Crocodile Eats the Sun: A Memoir of Africa,https://www.goodreads.com//book/show/144214.When_a_Crocodile_Eats_the_Sun,Peter Godwin,4.15,8143.0,853.0,344.0,2007.0,0,"['Zimbabwe  Rhodesia  Zimbabwe', ' ']",['Borders Original Voices Award for Nonfiction (2007)'],"['Cultural', ' Nonfiction', ' Autobiography']",1.0
He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,https://www.goodreads.com//book/show/10412.He_s_Just_Not_That_Into_You,Greg Behrendt,3.66,63303.0,3461.0,208.0,2006.0,0,,[],"['Nonfiction', ' Self Help', ' Womens Fiction']",
From a Buick 8,https://www.goodreads.com//book/show/22076.From_a_Buick_8,Stephen King,3.46,60764.0,1871.0,356.0,2002.0,0,"['Statler', ' Pennsylvania  United States', ' ']",['Bram Stoker Award Nominee for Best Novel (2002)'],"['Horror', ' Fiction', ' Fantasy']",1.0
Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,https://www.goodreads.com//book/show/23577.Lies_the_Lying_Liars_Who_Tell_Them,Al Franken,3.81,28523.0,919.0,421.0,2004.0,0,['United States of America'],"['J. Gordon Coogler Award for the worst book of the year (2003), Grammy Award for Best Spoken Word Album (2004)']","['Nonfiction', ' Politics', ' Humor']",2.0
JPod,https://www.goodreads.com//book/show/221059.JPod,Douglas Coupland,3.67,20271.0,974.0,448.0,2007.0,0,"['Vancouver', ' British Columbia  Canada', ' ']",['Scotiabank Giller Prize Nominee (2006)'],"['Fiction', ' Cultural', ' Humor']",1.0
"The Big Over Easy (Nursery Crime, #1)",https://www.goodreads.com//book/show/6628.The_Big_Over_Easy,Jasper Fforde,3.94,31447.0,2296.0,383.0,2006.0,1,['United Kingdom'],['Lefty Award Nominee (2006)'],"['Humor', ' Fantasy', ' Mystery']",1.0
Sailing Alone Around the Room: New and Selected Poems,https://www.goodreads.com//book/show/676.Sailing_Alone_Around_the_Room,Billy Collins,4.23,13029.0,708.0,172.0,2002.0,0,,[],"['Poetry', ' Nonfiction', ' Literature']",
"The Maze of Bones  (The 39 Clues, #1)",https://www.goodreads.com//book/show/2921082-the-maze-of-bones,Rick Riordan,3.84,77695.0,4862.0,220.0,2008.0,1,"['Paris  France', '    Philadelphia', ' Pennsylvania  United States', ' ']",[],"['Mystery', ' Adventure', ' Young Adult']",
Platform,https://www.goodreads.com//book/show/88514.Platform,Michel Houellebecq,3.8,17838.0,1027.0,259.0,2004.0,0,"['Paris  France', '    Thailand']",[],"['Fiction', ' Cultural', ' Novels']",
Sundays at Tiffany's,https://www.goodreads.com//book/show/2029177.Sundays_at_Tiffany_s,James Patterson,3.77,66100.0,6183.0,309.0,2008.0,0,['United States of America'],[],"['Romance', ' Fiction', ' Womens Fiction']",
"The Redbreast (Harry Hole, #3)",https://www.goodreads.com//book/show/465226.The_Redbreast,Jo Nesbø,3.94,92020.0,4332.0,519.0,2009.0,1,"['Oslo  Norway', '    Vienna', ' 1944  Austria', ' ']","['CWA International Dagger Nominee (2007), Bokhandlerprisen (2000)']","['Mystery', ' Mystery', ' Fiction']",2.0
The Great Fire,https://www.goodreads.com//book/show/142975.The_Great_Fire,Shirley Hazzard,3.44,4403.0,530.0,326.0,2004.0,0,"['Australia', ' 1947       Japan', ' 1947      ']","['Booker Prize Nominee for Longlist (2004), National Book Award for Fiction (2003), Orange Prize Nominee for Fiction Shortlist (2004), William Dean Howells Medal (2005), Miles Franklin Literary Award (2004)\n...more\nKiriyama Prize Nominee for Fiction (2004), International Dublin Literary Award Nominee (2005)']","['Fiction', ' Historical', ' Cultural']",7.0
Three Day Road,https://www.goodreads.com//book/show/823411.Three_Day_Road,Joseph Boyden,4.3,21485.0,1711.0,384.0,2006.0,1,,"[""Canadian Booksellers Association Libris Award for Fiction Book (2006), Canadian Authors Association Award for Fiction (2006), Rogers Writers' Trust Fiction Prize (2005), McNally Robinson Aboriginal Book of the Year Award, Amazon.ca First Novel Award (2005)\n...more\nOLA Evergreen Award (2006)""]","['Historical', ' Fiction', ' Cultural']",6.0
A Painted House,https://www.goodreads.com//book/show/5360.A_Painted_House,John Grisham,3.71,85041.0,4230.0,384.0,2004.0,0,"['Arkansas  United States', ' ']",['Publieksprijs voor het Nederlandse Boek Nominee (2001)'],"['Fiction', ' Mystery', ' Historical']",1.0
"The Princess Diaries (The Princess Diaries, #1)",https://www.goodreads.com//book/show/38980.The_Princess_Diaries,Meg Cabot,3.79,239307.0,5699.0,283.0,2001.0,1,"['Manhattan', ' New York City', ' New York  United States', ' ']",['Evergreen Teen Book Award (2003)'],"['Young Adult', ' Romance', ' Fiction']",1.0
"Grave Surprise (Harper Connelly, #2)",https://www.goodreads.com//book/show/140078.Grave_Surprise,Charlaine Harris,3.89,34797.0,1385.0,295.0,2006.0,1,"['Tennessee  United States', ' ']",[],"['Mystery', ' Fantasy', ' Fantasy']",
"White Night (The Dresden Files, #9)",https://www.goodreads.com//book/show/91475.White_Night,Jim Butcher,4.37,108546.0,2552.0,407.0,2007.0,1,"['Chicago', ' Illinois  United States', ' ']",[],"['Fantasy', ' Fantasy', ' Fiction']",
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,https://www.goodreads.com//book/show/495395.The_Year_of_Living_Biblically,A.J. Jacobs,3.75,64527.0,5320.0,388.0,2007.0,0,"['New York City', ' New York  United States', ' ']",['NAIBA Book of the Year for Nonfiction (2008)'],"['Nonfiction', ' Religion', ' Humor']",1.0
"The Amazing Maurice and His Educated Rodents (Discworld, #28)",https://www.goodreads.com//book/show/34534.The_Amazing_Maurice_and_His_Educated_Rodents,Terry Pratchett,4.01,43890.0,1686.0,256.0,2001.0,1,,"['Geffen Award for Best Translated YA Book (2014), Lincoln Award Nominee (2007), Carnegie Medal (2001), Margaret A. Edwards Award (2011)']","['Fantasy', ' Fiction', ' Young Adult']",4.0
"The Forgotten Man (Elvis Cole, #10)",https://www.goodreads.com//book/show/180993.The_Forgotten_Man,Robert Crais,4.14,12390.0,510.0,356.0,2006.0,1,"['Los Angeles', ' California  United States', ' ']",['Shamus Award Nominee for Best PI Novel (2006)'],"['Mystery', ' Fiction', ' Mystery']",1.0
"The Hostile Hospital (A Series of Unfortunate Events, #8)",https://www.goodreads.com//book/show/65118.The_Hostile_Hospital,Lemony Snicket,3.97,101021.0,2678.0,272.0,2003.0,1,['Last Chance General Store  Heimlich Hospital'],[],"['Fiction', ' Young Adult', ' Childrens']",
Thunderstruck,https://www.goodreads.com//book/show/40067.Thunderstruck,Erik Larson,3.74,42199.0,4347.0,463.0,2006.0,0,,[],"['Nonfiction', ' History', ' Crime']",
"Tales from Earthsea (Earthsea Cycle, #5)",https://www.goodreads.com//book/show/13659.Tales_from_Earthsea,Ursula K. Le Guin,4.06,20230.0,883.0,280.0,2003.0,1,['Earthsea Realm'],"['Locus Award for Best Collection (2002), British Fantasy Award Nominee for Best Collection (2003), Endeavour Award (2002)']","['Fantasy', ' Fiction', ' Short Stories']",3.0
The Falls,https://www.goodreads.com//book/show/15967.The_Falls,Joyce Carol Oates,3.59,9960.0,940.0,512.0,2005.0,0,"['Niagara Falls', ' New York', ' 1950  United States', '    United States of America']","['Orange Prize Nominee for Fiction Longlist (2005), Prix Femina for Étranger (2005)']","['Fiction', ' Historical', ' Literary Fiction']",2.0
"An Ice Cold Grave (Harper Connelly, #3)",https://www.goodreads.com//book/show/140097.An_Ice_Cold_Grave,Charlaine Harris,3.95,34472.0,1500.0,280.0,2007.0,1,"['Doraville', ' North Carolina  United States', ' ']",[],"['Mystery', ' Fantasy', ' Fantasy']",
A Tale of Love and Darkness,https://www.goodreads.com//book/show/27574.A_Tale_of_Love_and_Darkness,Amos Oz,4.23,9190.0,968.0,560.0,2005.0,0,"['Jerusalem  Israel', '    Russia', ' 2002       Tel Aviv  Israel', ' ']","['Prix France Culture (2004), Koret Jewish Book Award for Biography, Autobiography or Literary Study (2005), Goethe Prize (2005), Jewish Quarterly-Wingate Prize for Nonfiction (2005)']","['Nonfiction', ' Autobiography', ' Cultural']",5.0
The Zookeeper's Wife,https://www.goodreads.com//book/show/1128178.The_Zookeeper_s_Wife,Diane Ackerman,3.48,82034.0,9757.0,368.0,2007.0,0,"['Poland  Warsaw  Poland', ' ']","['Orion Book Award (2008), One Book One San Diego (2009)']","['Nonfiction', ' History', ' War']",2.0
"""A Problem from Hell"": America and the Age of Genocide",https://www.goodreads.com//book/show/368731._A_Problem_from_Hell_,Samantha Power,4.24,9316.0,563.0,620.0,2003.0,0,,"['Pulitzer Prize for General Nonfiction (2003), Anisfield-Wolf Book Award (2003), J. Anthony Lukas Book Prize (2003), Arthur Ross Book Award for Gold Medal (2003), National Book Critics Circle Award for General Nonfiction (2002)']","['Nonfiction', ' History', ' Politics']",5.0
"Fool's Fate (Tawny Man, #3)",https://www.goodreads.com//book/show/45108.Fool_s_Fate,Robin Hobb,4.43,64956.0,1892.0,914.0,2004.0,1,"['Aslevjal  Buckkeep  Zylig Out Islands port', '   …more Wuislington on Out Island Mayle  …less']",[],"['Fantasy', ' Fantasy', ' Fiction']",
The Master,https://www.goodreads.com//book/show/43691.The_Master,Colm Tóibín,3.83,9043.0,1033.0,339.0,2005.0,0,"['London', ' England', ' 1895  United Kingdom', '    Rye', ' East Sussex', ' England  United Kingdom', ' ']","['Booker Prize Nominee (2004), Stonewall Book Award for Literature (2005), Los Angeles Times Book Prize for Fiction (2004), Prix du Meilleur Livre Étranger for Roman (2005), International Dublin Literary Award (2006)']","['Fiction', ' Historical', ' European Literature']",5.0
"House of Many Ways (Howl's Moving Castle, #3)",https://www.goodreads.com//book/show/2173611.House_of_Many_Ways,Diana Wynne Jones,4.06,29307.0,2292.0,404.0,2008.0,1,['High Norland'],"[""Mythopoeic Fantasy Award Nominee for Children's Literature (2009)""]","['Fantasy', ' Young Adult', ' Fiction']",1.0
How I Live Now,https://www.goodreads.com//book/show/161426.How_I_Live_Now,Meg Rosoff,3.58,42275.0,4736.0,194.0,2004.0,0,['United Kingdom'],"[""Orange Prize Nominee for New Writers (2005), Guardian Children's Fiction Prize (2004), Michael L. Printz Award (2005), Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2006), Branford Boase Award (2005)\n...more\nBoston Author's Club Young Reader Award (2005), North East Teenage Book Award Nominee (2005), Bronzener Lufti (2006)""]","['Young Adult', ' Fiction', ' Science Fiction']",8.0
"Magic Strikes (Kate Daniels, #3)",https://www.goodreads.com//book/show/4345498-magic-strikes,Ilona Andrews,4.42,75417.0,3584.0,310.0,2009.0,1,"['Atlanta', ' Georgia', ' 2040  United States', ' ']",[],"['Fantasy', ' Fantasy', ' Fantasy']",
"Darkly Dreaming Dexter (Dexter, #1)",https://www.goodreads.com//book/show/17231.Darkly_Dreaming_Dexter,Jeff Lindsay,3.88,198381.0,6597.0,288.0,2006.0,1,"['Miami', ' Florida  United States', '    Florida  United States', ' ']","['Barry Award Nominee for Best Novel (2005), Macavity Award Nominee for Best Mystery Novel (2005), Dilys Award (2005), Lincoln Award Nominee (2007)']","['Fiction', ' Mystery', ' Thriller']",4.0
"Across the Nightingale Floor (Tales of the Otori, #1)",https://www.goodreads.com//book/show/77160.Across_the_Nightingale_Floor,Lian Hearn,4.06,36736.0,2182.0,305.0,2002.0,1,,"['Wirral Paperback of the Year (2004), Peter Pan Award, Deutscher Jugendliteraturpreis for Preis der Jugendjury (2004), Lincoln Award Nominee (2007), Carnegie Medal Nominee (2002)\n...more\nLa Nuit du Livre for Littérature (2003)']","['Fantasy', ' Fiction', ' Historical']",6.0
"Shopaholic and Sister (Shopaholic, #4)",https://www.goodreads.com//book/show/9417.Shopaholic_and_Sister,Sophie Kinsella,3.67,85451.0,2331.0,388.0,2006.0,1,"['London', ' England', ' 2003  United Kingdom', ' ']",[],"['Womens Fiction', ' Fiction', ' Romance']",
"Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan",https://www.goodreads.com//book/show/6452760-stones-into-schools,Greg Mortenson,3.86,16553.0,1831.0,420.0,2009.0,0,,"['Nautilus Book Award for Audio Books & Spoken Word (2010), Dayton Literary Peace Prize Nominee for Nonfiction (2010)']","['Nonfiction', ' Education', ' Autobiography']",2.0
Netherland,https://www.goodreads.com//book/show/2615008-netherland,Joseph O'Neill,3.41,17445.0,2496.0,269.0,2008.0,0,"['New York City', ' New York  United States', '    Chelsea', ' Manhattan', ' New York City', ' New York  United States', ' ']","['Booker Prize Nominee for Longlist (2008), Warwick Prize for Writing Nominee for Longlist (2009), PEN/Faulkner Award for Fiction (2009), Kerry Group Irish Fiction Award (2009), International Dublin Literary Award Nominee for Shortlist (2010)']","['Fiction', ' New York', ' Novels']",5.0
"Witch Child (Witch Child, #1)",https://www.goodreads.com//book/show/803120.Witch_Child,Celia Rees,3.8,16806.0,1289.0,240.0,2002.0,1,,"['Rhode Island Teen Book Award Nominee (2002), North East Teenage Book Award Nominee (2002)']","['Historical', ' Young Adult', ' Fantasy']",2.0
Shadow Divers,https://www.goodreads.com//book/show/9530.Shadow_Divers,Robert Kurson,4.31,25886.0,2314.0,335.0,2004.0,0,"['New Jersey Shore  United States', ' ']","['Book Sense Book of the Year Award for Adult Nonfiction (2005), ALA Alex Award (2005)']","['Nonfiction', ' History', ' Adventure']",2.0
A Man Without a Country,https://www.goodreads.com//book/show/4979.A_Man_Without_a_Country,Kurt Vonnegut Jr.,4.07,40149.0,2618.0,160.0,2007.0,0,,[],"['Nonfiction', ' Writing', ' Autobiography']",
"Succubus on Top (Georgina Kincaid, #2)",https://www.goodreads.com//book/show/1316617.Succubus_on_Top,Richelle Mead,4.04,31550.0,1305.0,314.0,2008.0,1,"['Seattle', ' Washington  United States', ' ']",[],"['Fantasy', ' Fantasy', ' Fantasy']",
Nights in Rodanthe,https://www.goodreads.com//book/show/15926.Nights_in_Rodanthe,Nicholas Sparks,3.84,157414.0,4604.0,222.0,2004.0,0,"['Rodanthe', ' North Carolina  United States', '    North Carolina  United States', ' ']",[],"['Romance', ' Fiction', ' Womens Fiction']",
Chronicles: Volume One,https://www.goodreads.com//book/show/14318.Chronicles,Bob Dylan,3.96,51240.0,1822.0,320.0,2005.0,0,['United States of America'],"['Audie Award for Biography/Memoir (2005), Grammy Award Nominee for Best Spoken Word Album (2006), National Book Critics Circle Award Nominee for Biography (2004)']","['Music', ' Nonfiction', ' Biography']",3.0
"Found (The Missing, #1)",https://www.goodreads.com//book/show/1675216.Found,Margaret Peterson Haddix,3.98,37586.0,3840.0,320.0,2008.0,1,"['Liston', ' Ohio  United States', ' ']","[""Nene Award (2010), Massachusetts Children's Book Award (2010), Pennsylvania Young Readers' Choice Award for Grades 6-8 (2010), Dorothy Canfield Fisher Children's Book Award Nominee (2010), Sunshine State Young Readers Award for Grades 3-5 (2009)\n...more\nIowa Children's Choice Award Nominee (2011), Washington State Sasquatch Award (2011), Rebecca Caudill Young Readers' Book Award Nominee (2011)""]","['Science Fiction', ' Young Adult', ' Mystery']",8.0
"The Expected One (Magdalene Line Trilogy, #1)",https://www.goodreads.com//book/show/278210.The_Expected_One,Kathleen McGowan,3.91,7372.0,839.0,449.0,2006.0,1,"['France', ' 2005       Judea', ' 26       Rome', ' 2005  Italy', ' ']",[],"['Historical', ' Fiction', ' Mystery']",
Winter's Bone,https://www.goodreads.com//book/show/112525.Winter_s_Bone,Daniel Woodrell,3.87,32703.0,3781.0,193.0,2010.0,0,"['Ozark Mountains  United States', '    Missouri  United States', ' ']","['Audie Award for Fiction (2011), Los Angeles Times Book Prize Nominee for Fiction (2006)']","['Fiction', ' Mystery', ' Contemporary']",2.0
Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,https://www.goodreads.com//book/show/94799.Ghost_Soldiers,Hampton Sides,4.22,32159.0,1509.0,344.0,2002.0,0,,[],"['History', ' Nonfiction', ' War']",
"Crossroads of Twilight (The Wheel of Time, #10)",https://www.goodreads.com//book/show/113435.Crossroads_of_Twilight,Robert Jordan,3.81,97840.0,2576.0,704.0,2003.0,1,,[],"['Fantasy', ' Fiction', ' Fantasy']",
The Island,https://www.goodreads.com//book/show/922991.The_Island,Victoria Hislop,4.06,39693.0,2799.0,473.0,2006.0,0,"['Greece', ' 1939      ']",['Galaxy British Book Awards'],"['Historical', ' Fiction', ' Cultural']",1.0
"The Whole Truth (A. Shaw, #1)",https://www.goodreads.com//book/show/2260637.The_Whole_Truth,David Baldacci,4.02,33891.0,1626.0,406.0,2008.0,1,,[],"['Fiction', ' Thriller', ' Mystery']",
"The Princes of Ireland (The Dublin Saga, #1)",https://www.goodreads.com//book/show/28867.The_Princes_of_Ireland,Edward Rutherfurd,3.84,14316.0,1124.0,778.0,2005.0,1,,[],"['Historical', ' Fiction', ' Cultural']",
